food_id,name_ptbr,food_group,food_type,calories_per_unit,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,allergen_review_status,restriction_tokens,food_group_id,food_group_nome,food_type_id,food_type_nome,food_source_id,food_source_nome,food_preparation_method_id,food_preparation_method_nome,food_measurement_unit_id,food_measurement_unit_nome
food_138,Pistache,Proteínas,,562.00,20.20,27.20,45.30,10.30,7.70,1.00,reviewed_has_allergens,tree_nuts,proteins,Proteínas,nut,,vegetable,Vegetal,raw,Cru,g,Grama
food_139,Macadâmia,Proteínas,,718.00,7.90,13.80,75.80,8.60,4.60,5.00,reviewed_has_allergens,tree_nuts,proteins,Proteínas,nut,,vegetable,Vegetal,raw,Cru,g,Grama
food_140,Avelã,Proteínas,,628.00,15.00,16.70,60.80,9.70,4.30,0.00,reviewed_has_allergens,tree_nuts,proteins,Proteínas,nut,,vegetable,Vegetal,raw,Cru,g,Grama
food_141,Farinha de amêndoas,Proteínas,,590.00,21.40,18.70,54.00,10.40,4.40,1.00,reviewed_has_allergens,tree_nuts,proteins,Proteínas,nut,,vegetable,Vegetal,processed,,g,Grama
food_142,Pasta de amendoim,Proteínas,Leguminosa,588.00,25.00,20.00,50.00,6.00,9.20,17.00,reviewed_has_allergens,peanuts,proteins,Proteínas,legume,Leguminosa,vegetable,Vegetal,processed,,g,Grama
food_146,Semente de gergelim,Proteínas,,573.00,18.00,23.40,49.70,11.80,0.30,11.00,reviewed_has_allergens,sesame,proteins,Proteínas,seed,,vegetable,Vegetal,raw,Cru,g,Grama
food_148,Tempeh,Proteínas,,193.00,19.00,9.40,10.80,0.00,0.00,9.00,reviewed_has_allergens,soy,proteins,Proteínas,soy_protein,,vegetable,Vegetal,raw,Cru,g,Grama
food_149,Edamame cozido,Proteínas,,122.00,11.00,10.00,5.20,5.20,2.20,6.00,reviewed_has_allergens,soy,proteins,Proteínas,soy_protein,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_150,Leite de soja,Proteínas,,54.00,3.30,6.00,1.80,0.60,4.00,47.00,reviewed_has_allergens,soy,proteins,Proteínas,vegan_dairy_alternative,,vegetable,Vegetal,processed,,ml,Mililitro
food_151,Proteína de soja texturizada,Proteínas,,327.00,52.00,33.90,1.20,17.50,30.00,2.00,reviewed_has_allergens,soy,proteins,Proteínas,soy_protein,,vegetable,Vegetal,dry,,g,Grama
food_152,Carne de jaca desfiada,Proteínas,,95.00,1.70,23.20,0.60,1.50,19.00,2.00,unreviewed,,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_153,Couve cozida,Proteínas,,36.00,2.90,7.10,0.50,2.50,1.30,14.00,unreviewed,,proteins,Proteínas,leafy_green,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_154,Brócolis cozido,Proteínas,Vegetal,55.00,3.70,7.20,0.40,3.30,1.70,33.00,unreviewed,,proteins,Proteínas,vegetable,Vegetal,vegetable,Vegetal,boiled,Cozido,g,Grama
food_155,Espinafre cozido,Proteínas,,41.00,3.50,3.80,0.30,2.40,0.40,70.00,unreviewed,,proteins,Proteínas,leafy_green,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_156,Ervilha-torta cozida,Proteínas,Leguminosa,42.00,3.10,7.60,0.20,2.60,4.00,4.00,unreviewed,,proteins,Proteínas,legume,Leguminosa,vegetable,Vegetal,boiled,Cozido,g,Grama
food_157,Jaca verde cozida,Proteínas,,95.00,2.50,25.00,0.30,1.90,0.00,2.00,unreviewed,,proteins,Proteínas,vegan_meat_alternative,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_158,Batata-doce cozida (proteína vegetal modesta),Proteínas,Raiz,86.00,1.60,20.10,0.10,3.00,5.70,36.00,unreviewed,,proteins,Proteínas,root_vegetable,Raiz,vegetable,Vegetal,boiled,Cozido,g,Grama
food_159,Feijão preto cozido,Proteínas,Leguminosa,132.00,8.90,23.70,0.50,8.40,0.30,1.00,unreviewed,,proteins,Proteínas,legume,Leguminosa,vegetable,Vegetal,boiled,Cozido,g,Grama
food_160,Lentilha comum cozida,Proteínas,Leguminosa,116.00,9.00,20.10,0.40,7.90,1.80,2.00,unreviewed,,proteins,Proteínas,legume,Leguminosa,vegetable,Vegetal,boiled,Cozido,g,Grama
food_161,Grão-de-bico cozido,Proteínas,Leguminosa,164.00,8.90,27.40,2.60,7.60,4.80,7.00,unreviewed,,proteins,Proteínas,legume,Leguminosa,vegetable,Vegetal,boiled,Cozido,g,Grama
food_162,Soja cozida,Proteínas,,173.00,17.00,9.90,9.00,6.00,3.00,1.00,reviewed_has_allergens,soy,proteins,Proteínas,soy_protein,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_163,Peito de frango grelhado,Proteínas,Aves,165.00,31.00,0.00,3.60,0.00,0.00,74.00,unreviewed,,proteins,Proteínas,poultry,Aves,animal,Animal,grilled,Grelhado,g,Grama
food_164,Carne bovina magra grelhada,Proteínas,Carne Bovina,250.00,26.00,0.00,18.00,0.00,0.00,60.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,grilled,Grelhado,g,Grama
food_165,Ovo cozido,Proteínas,,155.00,13.00,0.00,11.00,0.00,1.10,124.00,reviewed_has_allergens,egg,proteins,Proteínas,egg,,animal,Animal,boiled,Cozido,g,Grama
food_166,Peixe (salmão),Proteínas,Peixe,208.00,20.00,0.00,13.00,0.00,0.00,59.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,baked,Assado,g,Grama
food_167,Carne suína magra cozida,Proteínas,Porco,196.00,29.00,0.00,7.00,0.00,0.00,55.00,reviewed_has_allergens,pork,proteins,Proteínas,pork,Porco,animal,Animal,boiled,Cozido,g,Grama
food_168,Atum em lata (natural),Proteínas,Peixe,116.00,26.00,0.00,1.00,0.00,0.00,250.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,processed,,g,Grama
food_169,Sardinha em lata (óleo),Proteínas,Peixe,208.00,25.00,0.00,11.00,0.00,0.00,300.00,reviewed_has_allergens,fish,proteins,Proteínas,fish,Peixe,animal,Animal,processed,,g,Grama
food_170,Queijo minas frescal,Proteínas,Queijo,264.00,17.40,0.00,15.00,0.00,1.50,350.00,reviewed_has_allergens,milk,proteins,Proteínas,cheese,Queijo,animal,Animal,processed,,g,Grama
food_171,Leite integral,Proteínas,,61.00,3.20,4.8,3.50,0.00,5.00,43.00,reviewed_has_allergens,milk,proteins,Proteínas,milk,,animal,Animal,processed,,ml,Mililitro
food_172,Iogurte natural,Proteínas,,61.00,10.00,0.00,3.30,0.00,4.70,46.00,reviewed_has_allergens,milk,proteins,Proteínas,yogurt,,animal,Animal,processed,,g,Grama
food_173,Costela de porco assada,Proteínas,Porco,297.00,25.00,0.00,21.00,0.00,0.00,75.00,reviewed_has_allergens,pork,proteins,Proteínas,pork,Porco,animal,Animal,baked,Assado,g,Grama
food_174,Pernil suíno assado,Proteínas,Porco,262.00,27.00,0.00,18.00,0.00,0.00,65.00,reviewed_has_allergens,pork,proteins,Proteínas,pork,Porco,animal,Animal,baked,Assado,g,Grama
food_175,Barriga de porco (torresmo),Proteínas,Porco,574.00,17.00,0.00,50.00,0.00,0.00,600.00,reviewed_has_allergens,pork,proteins,Proteínas,pork,Porco,animal,Animal,fried,Frito,g,Grama
food_176,Carne seca cozida,Proteínas,Carne Bovina,248.00,33.00,0.00,10.00,0.00,0.00,1500.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,boiled,Cozido,g,Grama
food_177,Charque dessalgado cozido,Proteínas,Carne Bovina,270.00,30.00,0.00,15.00,0.00,0.00,1600.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,boiled,Cozido,g,Grama
food_178,Miolo de alcatra grelhado,Proteínas,Carne Bovina,210.00,26.00,0.00,12.00,0.00,0.00,65.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,grilled,Grelhado,g,Grama
food_179,Miolo de acém grelhado,Proteínas,Carne Bovina,225.00,25.00,0.00,13.00,0.00,0.00,70.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,grilled,Grelhado,g,Grama
food_180,Músculo bovino cozido,Proteínas,Carne Bovina,215.00,28.00,0.00,10.00,0.00,0.00,60.00,reviewed_has_allergens,red_meat,proteins,Proteínas,beef,Carne Bovina,animal,Animal,boiled,Cozido,g,Grama
food_181,Camarão grelhado,Proteínas,Frutos do Mar,99.00,24.00,0.00,1.00,0.00,0.00,111.00,reviewed_has_allergens,"crustacean,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,grilled,Grelhado,g,Grama
food_182,Polvo cozido,Proteínas,Frutos do Mar,82.00,15.00,0.00,1.00,0.00,0.00,230.00,reviewed_has_allergens,"mollusk,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,boiled,Cozido,g,Grama
food_183,Lula grelhada,Proteínas,Frutos do Mar,92.00,16.00,0.00,1.40,0.00,0.00,44.00,reviewed_has_allergens,"mollusk,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,grilled,Grelhado,g,Grama
food_184,Mexilhão cozido,Proteínas,Frutos do Mar,172.00,24.00,0.00,4.50,0.00,0.00,286.00,reviewed_has_allergens,"mollusk,shellfish",proteins,Proteínas,shellfish,Frutos do Mar,animal,Animal,boiled,Cozido,g,Grama
food_186,Leite desnatado,Laticínios,,36.00,3.40,5.00,0.10,0.00,5.10,42.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,ml,Mililitro
food_187,Leite semidesnatado,Laticínios,,45.00,3.30,4.80,1.60,0.00,5.00,42.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,ml,Mililitro
food_188,Leite em pó integral,Laticínios,,496.00,26.30,38.40,26.90,0.00,38.00,371.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,g,Grama
food_189,Leite condensado,Laticínios,,321.00,7.00,55.00,8.00,0.00,54.40,127.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,g,Grama
food_190,Leite fermentado,Laticínios,,60.00,2.10,10.00,1.40,0.00,11.00,35.00,reviewed_has_allergens,milk,dairy,Laticínios,yogurt,,animal,Animal,processed,,ml,Mililitro
food_191,Leite de cabra,Laticínios,,69.00,3.60,4.50,4.10,0.00,4.50,50.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,ml,Mililitro
food_192,Leite sem lactose,Laticínios,,42.00,3.30,4.70,1.00,0.00,4.80,43.00,reviewed_has_allergens,milk,dairy,Laticínios,milk,,animal,Animal,processed,,ml,Mililitro
food_193,Iogurte natural integral,Laticínios,,63.00,3.50,4.70,3.10,0.00,4.70,46.00,reviewed_has_allergens,milk,dairy,Laticínios,yogurt,,animal,Animal,processed,,g,Grama
food_194,Iogurte natural desnatado,Laticínios,,56.00,4.50,5.90,0.40,0.00,7.30,70.00,reviewed_has_allergens,milk,dairy,Laticínios,yogurt,,animal,Animal,processed,,g,Grama
food_195,Iogurte grego natural,Laticínios,,97.00,10.00,3.60,5.00,0.00,3.20,36.00,reviewed_has_allergens,milk,dairy,Laticínios,yogurt,,animal,Animal,processed,,g,Grama
food_197,Queijo cottage,Laticínios,Queijo,98.00,11.00,3.40,4.30,0.00,2.70,364.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_198,Queijo muçarela,Laticínios,Queijo,280.00,22.00,2.20,20.00,0.00,1.20,627.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_199,Queijo prato,Laticínios,Queijo,355.00,23.00,1.30,28.00,0.00,1.00,650.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_200,Queijo parmesão,Laticínios,Queijo,431.00,38.00,4.10,29.00,0.00,0.90,1529.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_201,Queijo provolone,Laticínios,Queijo,351.00,26.00,2.10,27.00,0.00,0.60,876.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_202,Queijo brie,Laticínios,Queijo,334.00,21.00,0.50,28.00,0.00,0.50,629.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_203,Queijo gorgonzola,Laticínios,Queijo,356.00,21.00,2.30,30.00,0.00,0.50,1395.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_204,Queijo roquefort,Laticínios,Queijo,369.00,22.00,2.00,31.00,0.00,0.00,1809.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_205,Queijo cheddar,Laticínios,Queijo,404.00,25.00,1.30,33.00,0.00,0.50,621.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_206,Queijo feta,Laticínios,Queijo,264.00,14.00,4.10,21.00,0.00,4.10,1116.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_207,Queijo de ovelha,Laticínios,Queijo,364.00,21.00,1.60,30.00,0.00,0.00,1000.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_208,Queijo coalho,Laticínios,Queijo,330.00,22.00,2.20,26.00,0.00,1.50,1150.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_209,Queijo prato lanche,Laticínios,Queijo,357.00,23.30,1.40,30.00,0.00,1.00,650.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_210,Queijo tipo suíço,Laticínios,Queijo,380.00,27.00,5.40,31.00,0.00,1.40,192.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_211,Queijo de cabra,Laticínios,Queijo,364.00,22.00,1.00,21.00,0.00,1.00,365.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_212,Queijo camembert,Laticínios,Queijo,300.00,19.80,0.50,24.30,0.00,0.50,842.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_213,Queijo fontina,Laticínios,Queijo,389.00,25.60,1.60,31.00,0.00,1.60,800.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_214,Queijo gruyère,Laticínios,Queijo,413.00,29.80,0.40,32.00,0.00,0.40,336.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_215,Queijo sem lactose,Laticínios,Queijo,311.00,25.00,2.00,22.00,0.00,0.00,600.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_216,Requeijão tradicional,Laticínios,Queijo,257.00,6.30,2.10,24.50,0.00,2.00,600.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_217,Requeijão light,Laticínios,Queijo,190.00,7.50,4.00,12.00,0.00,2.50,650.00,reviewed_has_allergens,milk,dairy,Laticínios,cheese,Queijo,animal,Animal,processed,,g,Grama
food_218,Creme de leite,Laticínios,Laticínios,221.00,2.00,3.00,20.00,0.00,3.00,40.00,reviewed_has_allergens,milk,dairy,Laticínios,dairy,Laticínios,animal,Animal,processed,,g,Grama
food_219,Manteiga com sal,Laticínios,Laticínios,717.00,0.90,0.10,81.00,0.00,0.10,643.00,reviewed_has_allergens,milk,dairy,Laticínios,dairy,Laticínios,animal,Animal,processed,,g,Grama
food_220,Presunto cozido,Proteínas,,145.00,16.00,1.50,8.00,0.00,1.50,1000.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_221,Peito de peru defumado,Proteínas,,104.00,20.00,2.00,1.50,0.00,2.00,1100.00,unreviewed,,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_222,Salame italiano,Proteínas,,336.00,22.00,1.00,27.00,0.00,1.00,1700.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_223,Mortadela,Proteínas,,311.00,14.00,3.00,27.00,0.00,0.00,1200.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_224,Presunto cru (Parma / Jamón),Proteínas,,268.00,26.00,0.00,18.00,0.00,0.00,1900.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_225,Bacon,Gorduras,,541.00,14.00,1.00,53.00,0.00,0.00,1700.00,reviewed_has_allergens,pork,fats,Gorduras,processed_meat,,animal,Animal,fried,Frito,g,Grama
food_226,Linguiça toscana,Proteínas,,278.00,14.00,2.00,23.00,0.00,1.00,1000.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,grilled,Grelhado,g,Grama
food_227,Linguiça calabresa,Proteínas,,300.00,16.00,2.00,25.00,0.00,1.00,1200.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,grilled,Grelhado,g,Grama
food_228,Salsicha (tipo Viena),Proteínas,,247.00,12.00,4.00,20.00,0.00,2.00,1100.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,boiled,Cozido,g,Grama
food_229,Chouriço / Chorizo,Proteínas,,455.00,24.00,2.00,38.00,0.00,1.00,1200.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_230,Peito de frango defumado,Proteínas,,117.00,23.00,1.00,2.00,0.00,1.00,1000.00,unreviewed,,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_231,Lombinho defumado,Proteínas,,150.00,21.00,1.00,6.00,0.00,1.00,1100.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_232,Copa,Proteínas,,400.00,24.00,1.00,33.00,0.00,0.00,1600.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_233,Paio,Proteínas,,320.00,17.00,2.00,27.00,0.00,1.00,1400.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,boiled,Cozido,g,Grama
food_234,Salsichão (Bratwurst),Proteínas,,297.00,12.00,2.00,26.00,0.00,1.00,850.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,grilled,Grelhado,g,Grama
food_235,Linguiça de frango,Proteínas,,180.00,15.00,2.00,12.00,0.00,1.00,800.00,unreviewed,,proteins,Proteínas,processed_meat,,animal,Animal,grilled,Grelhado,g,Grama
food_236,Pastrami,Proteínas,,147.00,22.00,0.00,6.00,0.00,0.00,1000.00,reviewed_has_allergens,red_meat,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_237,Pepperoni,Proteínas,,494.00,19.00,1.00,46.00,0.00,0.00,1600.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_238,Bacon de peru,Proteínas,,382.00,30.00,3.00,28.00,0.00,2.00,1900.00,unreviewed,,proteins,Proteínas,processed_meat,,animal,Animal,fried,Frito,g,Grama
food_239,Linguiça portuguesa,Proteínas,,330.00,16.00,2.00,28.00,0.00,1.00,1300.00,reviewed_has_allergens,pork,proteins,Proteínas,processed_meat,,animal,Animal,processed,,g,Grama
food_241,Pão de forma integral,Carboidratos,,250.00,12.00,43.00,4.00,7.00,4.00,400.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_242,Pão de forma branco,Carboidratos,,265.00,9.00,49.00,3.00,2.50,5.00,490.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_243,Croissant,Carboidratos,,406.00,8.20,45.80,21.00,2.60,11.00,467.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_244,Baguete,Carboidratos,,274.00,10.00,50.00,2.00,2.50,2.50,600.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_245,Pão de queijo,Carboidratos,,342.00,5.50,38.00,18.00,0.50,1.00,550.00,reviewed_has_allergens,"egg,milk",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_246,Pão de centeio,Carboidratos,,259.00,8.50,48.00,3.30,5.80,3.80,600.00,reviewed_has_allergens,"gluten,rye,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_247,Pão sírio (Pita),Carboidratos,,275.00,9.00,55.00,1.20,2.20,1.00,530.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_248,Brioche,Carboidratos,,346.00,9.50,48.00,12.00,2.00,10.00,380.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_249,Pão de alho,Carboidratos,,350.00,8.00,42.00,17.00,2.00,2.00,650.00,reviewed_has_allergens,"gluten,milk,soy,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_250,Pão australiano,Carboidratos,,290.00,9.00,52.00,5.00,4.50,11.00,450.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_251,Pão de hambúrguer,Carboidratos,,277.00,10.00,50.00,4.00,2.50,6.00,480.00,reviewed_has_allergens,"gluten,sesame,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_252,Pão de hot dog,Carboidratos,,277.00,10.00,50.00,4.00,2.50,6.00,480.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_253,Ciabatta,Carboidratos,,270.00,9.00,51.00,3.50,2.00,1.50,550.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_254,Pão de batata,Carboidratos,,265.00,7.50,50.00,3.50,2.50,6.50,400.00,reviewed_has_allergens,"gluten,milk,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_255,Torrada integral,Carboidratos,,390.00,14.00,65.00,6.00,10.00,5.00,500.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_256,Torrada tradicional,Carboidratos,,400.00,11.00,72.00,6.00,3.50,6.00,550.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_257,Biscoito de arroz,Carboidratos,,387.00,8.00,81.00,2.80,4.00,0.50,250.00,unreviewed,,carbohydrates,Carboidratos,snack,,vegetable,Vegetal,processed,,g,Grama
food_258,Pão de milho (Broa),Carboidratos,,305.00,7.00,55.00,6.00,4.00,8.00,450.00,reviewed_has_allergens,"egg,gluten,milk,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_259,Wrap / Tortilha de trigo,Carboidratos,,297.00,8.00,49.00,7.50,2.50,2.00,580.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_260,Tapioca (goma preparada),Carboidratos,Processado,336.00,0.00,83.00,0.00,0.00,0.00,2.00,unreviewed,,carbohydrates,Carboidratos,processed,Processado,vegetable,Vegetal,roasted,Assado (Forno),g,Grama
food_261,Cuscuz de milho (nordestino),Carboidratos,Grãos,112.00,2.30,24.50,0.40,1.80,0.30,5.00,unreviewed,,carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,boiled,Cozido,g,Grama
food_262,Cuscuz marroquino (cozido),Carboidratos,Grãos,112.00,3.80,23.20,0.20,1.40,0.10,5.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,grain,Grãos,vegetable,Vegetal,boiled,Cozido,g,Grama
food_263,Gnocchi de batata (Nhoque),Carboidratos,,133.00,3.30,28.60,0.20,1.60,1.00,290.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,pasta,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_265,Macarrão de arroz (Bifum) cozido,Carboidratos,,109.00,0.90,24.90,0.20,1.00,0.00,2.00,unreviewed,,carbohydrates,Carboidratos,pasta,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_266,Macarrão soba cozido,Carboidratos,,99.00,5.10,21.40,0.10,1.50,0.00,60.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,pasta,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_267,Macarrão udon cozido,Carboidratos,,131.00,3.30,27.40,0.60,1.20,0.50,280.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,pasta,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_268,Noodle instantâneo (Miojo),Carboidratos,,379.00,8.50,57.00,14.50,2.50,1.00,1160.00,reviewed_has_allergens,"gluten,soy,wheat",carbohydrates,Carboidratos,pasta,,mixed,,boiled,Cozido,g,Grama
food_269,Purê de batata (preparado),Carboidratos,Vegetal,113.00,2.00,15.00,4.80,1.50,1.20,300.00,reviewed_has_allergens,milk,carbohydrates,Carboidratos,vegetable,Vegetal,mixed,,boiled,Cozido,g,Grama
food_270,Purê de abóbora (preparado),Carboidratos,Vegetal,40.00,1.20,9.00,0.20,3.00,4.00,250.00,unreviewed,,carbohydrates,Carboidratos,vegetable,Vegetal,vegetable,Vegetal,boiled,Cozido,g,Grama
food_271,Farofa de mandioca simples,Carboidratos,Processado,406.00,2.50,75.00,9.50,4.50,1.50,450.00,unreviewed,,carbohydrates,Carboidratos,processed,Processado,mixed,,roasted,Assado (Forno),g,Grama
food_272,Macarrão konjac (Shirataki),Carboidratos,,9.00,0.00,3.00,0.00,3.00,0.00,2.00,unreviewed,,carbohydrates,Carboidratos,pasta,,vegetable,Vegetal,boiled,Cozido,g,Grama
food_273,Massa folhada (assada),Carboidratos,,558.00,6.00,46.00,38.00,1.50,0.50,250.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,mixed,,baked,Assado,g,Grama
food_274,Massa de pastel (frita),Carboidratos,,388.00,7.50,44.00,20.00,1.50,1.00,450.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,fried,Frito,g,Grama
food_275,Massa de pizza (assada),Carboidratos,,289.00,8.50,50.00,5.50,2.00,3.50,450.00,reviewed_has_allergens,"gluten,wheat",carbohydrates,Carboidratos,baked_good,,vegetable,Vegetal,baked,Assado,g,Grama
food_276,Ravioli de carne (cozido),,,242.00,11.50,30.00,8.00,2.00,1.50,380.00,reviewed_has_allergens,"egg,gluten,wheat",mixed,,pasta,,animal,Animal,boiled,Cozido,g,Grama
